41, 63, 43, 75, 70, 89
42, 16, 23, 59, 26, 87
16, 97, 89, 20, 59, 48
34, 84, 73, 68, 26, 83
89, 94, 77, 17, 18, 47
36, 78, 16, 58, 70, 33
27, 65, 86, 52, 16, 67
90, 71, 35, 54, 62, 15
67, 88, 63, 46, 94, 30
97, 65, 56, 42, 26, 51
73, 55, 97, 70, 22, 41
92, 52, 72, 69, 45, 11
45, 85, 46, 18, 29, 47
72, 87, 85, 41, 50, 51
88, 72, 79, 22, 47, 50
84, 80, 67, 82, 46, 98
16, 73, 26, 51, 48, 43
90, 95, 49, 40, 41, 89
52, 20, 49, 60, 66, 69
52, 78, 73, 88, 22, 48
62, 46, 41, 12, 76, 51
58, 66, 13, 46, 34, 40
64, 28, 75, 42, 18, 56
87, 18, 92, 32, 71, 63
