26, 73, 95, 37, 75, 21
53, 59, 43, 35, 97, 22
12, 84, 66, 33, 90, 41
69, 79, 55, 97, 68, 58
39, 73, 15, 70, 67, 97
48, 13, 76, 49, 24, 47
32, 40, 14, 22, 72, 94
77, 91, 79, 59, 29, 87
97, 63, 86, 42, 62, 72
46, 36, 20, 21, 22, 23
31, 45, 13, 21, 35, 24
77, 93, 69, 73, 60, 86
11, 98, 36, 43, 80, 21
97, 34, 12, 89, 39, 69
50, 54, 39, 66, 59, 18
22, 42, 47, 70, 98, 54
65, 63, 29, 70, 55, 30
38, 97, 33, 79, 84, 44
82, 12, 24, 26, 56, 84
17, 97, 51, 69, 83, 78
54, 70, 73, 86, 36, 52
93, 13, 77, 86, 65, 17
48, 98, 51, 82, 43, 32
97, 29, 17, 50, 84, 61
29, 76, 80, 87, 93, 69
61, 57, 13, 16, 11, 33
