96, 88, 70, 19, 69, 22
13, 37, 57, 81, 19, 28
45, 28, 83, 22, 35, 30
29, 95, 81, 42, 37, 84
88, 76, 30, 12, 60, 35
14, 46, 87, 36, 43, 98
66, 25, 40, 87, 21, 47
45, 63, 37, 18, 33, 19
72, 14, 24, 52, 93, 51
17, 71, 46, 45, 19, 59
67, 21, 78, 96, 42, 73
82, 61, 86, 70, 39, 62
82, 66, 43, 44, 85, 12
49, 31, 40, 98, 89, 56
49, 75, 41, 66, 91, 38
66, 25, 38, 11, 97, 67
33, 13, 70, 41, 35, 95
69, 61, 60, 79, 74, 35
80, 82, 19, 28, 77, 61
74, 68, 15, 47, 67, 23
87, 39, 77, 66, 97, 57
57, 56, 11, 97, 65, 42
67, 64, 65, 17, 34, 70
