63, 81, 29, 77, 54, 86
40, 93, 96, 71, 25, 55
38, 16, 15, 77, 21, 72
80, 53, 14, 37, 96, 90
90, 17, 80, 54, 50, 24
74, 97, 52, 39, 90, 50
67, 41, 23, 68, 60, 12
74, 95, 52, 58, 21, 11
33, 71, 15, 74, 62, 58
64, 19, 11, 88, 66, 77
60, 92, 68, 84, 96, 22
68, 66, 28, 83, 74, 36
76, 73, 94, 87, 32, 52
21, 79, 47, 20, 43, 75
24, 63, 95, 90, 97, 39
14, 20, 80, 52, 16, 47
87, 38, 35, 12, 11, 15
89, 67, 57, 37, 64, 81
66, 91, 80, 36, 24, 85
88, 40, 57, 85, 54, 46
14, 73, 47, 46, 81, 71
63, 74, 58, 24, 70, 25
35, 91, 59, 94, 70, 58
51, 50, 98, 71, 24, 55
53, 92, 50, 18, 56, 67
13, 38, 89, 78, 83, 32
74, 40, 59, 29, 53, 12
95, 78, 56, 13, 65, 61
