49, 48, 30, 71, 59, 77
55, 75, 88, 13, 40, 77
74, 94, 44, 12, 90, 23
73, 19, 16, 70, 40, 56
61, 51, 97, 26, 37, 41
26, 15, 54, 90, 44, 76
66, 88, 81, 25, 17, 67
12, 88, 92, 39, 44, 16
54, 52, 75, 11, 57, 16
70, 58, 66, 33, 79, 61
19, 16, 64, 22, 59, 95
55, 58, 77, 88, 56, 99
25, 63, 33, 20, 39, 91
42, 92, 33, 90, 72, 29
43, 78, 95, 82, 12, 72
31, 60, 91, 20, 55, 70
27, 91, 97, 69, 58, 85
89, 14, 30, 12, 36, 45
66, 29, 44, 19, 77, 38
31, 93, 32, 71, 50, 17
15, 89, 88, 47, 62, 40
18, 57, 53, 87, 20, 36
17, 40, 16, 49, 57, 46
86, 58, 68, 92, 23, 33
71, 22, 82, 81, 61, 35
92, 22, 53, 89, 99, 96
13, 58, 60, 74, 66, 79
67, 40, 84, 55, 61, 15
