65, 90, 79, 83, 54, 72
75, 16, 98, 99, 94, 44
39, 42, 37, 27, 43, 85
50, 85, 49, 28, 69, 77
97, 40, 28, 75, 71, 96
32, 61, 81, 49, 39, 25
46, 65, 20, 54, 58, 68
82, 39, 66, 14, 90, 99
67, 73, 88, 64, 46, 90
41, 42, 23, 63, 27, 34
50, 26, 25, 99, 57, 96
94, 31, 42, 83, 71, 36
43, 94, 95, 45, 68, 64
16, 49, 77, 22, 44, 66
79, 28, 98, 56, 75, 74
30, 47, 36, 70, 38, 63
14, 12, 40, 17, 47, 26
72, 13, 12, 27, 20, 78
54, 42, 37, 77, 55, 93
89, 26, 79, 48, 58, 13
63, 96, 13, 26, 75, 30
90, 75, 38, 78, 84, 63
27, 75, 14, 42, 18, 74
89, 24, 85, 57, 13, 30
92, 24, 34, 80, 73, 76
