22, 30, 97, 59, 27, 32
76, 26, 73, 56, 68, 38
85, 88, 92, 45, 19, 53
66, 60, 54, 50, 23, 48
47, 24, 44, 21, 40, 11
12, 37, 77, 69, 94, 38
92, 52, 20, 25, 29, 62
49, 70, 55, 56, 91, 92
60, 26, 54, 15, 61, 91
60, 53, 81, 44, 18, 16
86, 97, 45, 61, 73, 85
28, 89, 52, 33, 43, 44
97, 35, 50, 81, 85, 13
13, 58, 84, 62, 24, 49
26, 76, 87, 21, 51, 81
35, 25, 52, 88, 19, 14
17, 37, 81, 87, 57, 67
99, 50, 86, 40, 78, 61
86, 19, 44, 29, 81, 47
22, 18, 40, 13, 23, 97
93, 14, 34, 94, 64, 53
35, 71, 62, 34, 16, 77
13, 95, 27, 85, 70, 50
47, 22, 69, 85, 72, 91
73, 87, 21, 31, 49, 99
28, 42, 59, 40, 93, 15
