26, 30, 60, 81, 63, 34
74, 90, 17, 42, 48, 81
33, 95, 11, 15, 23, 25
13, 25, 18, 12, 76, 83
87, 30, 25, 26, 69, 34
39, 26, 81, 80, 83, 45
61, 11, 36, 86, 65, 23
15, 14, 25, 12, 75, 72
82, 70, 93, 14, 23, 27
83, 95, 77, 66, 24, 48
51, 82, 40, 88, 74, 26
16, 98, 13, 27, 61, 76
82, 87, 74, 97, 67, 66
14, 74, 54, 76, 30, 37
62, 20, 70, 30, 79, 37
42, 56, 77, 91, 85, 83
12, 21, 30, 45, 51, 36
27, 39, 68, 50, 22, 79
96, 14, 89, 76, 31, 57
61, 28, 92, 35, 82, 85
55, 84, 94, 75, 16, 18
61, 30, 89, 71, 37, 42
