83, 92, 49, 61, 82, 93
65, 90, 37, 50, 26, 36
27, 24, 36, 61, 90, 81
89, 97, 54, 59, 67, 15
83, 93, 19, 73, 34, 43
15, 27, 92, 71, 12, 30
29, 91, 70, 97, 80, 68
82, 91, 41, 23, 34, 18
17, 80, 38, 11, 60, 14
83, 75, 51, 44, 13, 93
48, 87, 35, 62, 92, 66
79, 15, 33, 34, 64, 97
56, 69, 39, 30, 18, 59
41, 89, 97, 15, 52, 48
43, 94, 71, 39, 31, 19
60, 38, 14, 13, 27, 20
56, 47, 57, 20, 77, 29
44, 62, 59, 96, 34, 85
66, 86, 38, 74, 28, 84
11, 47, 28, 75, 61, 86
98, 95, 86, 56, 27, 36
89, 93, 81, 25, 44, 48
50, 56, 51, 33, 30, 73
92, 89, 77, 94, 47, 85
11, 39, 33, 16, 86, 60
71, 45, 88, 82, 84, 91
88, 42, 19, 17, 43, 27
53, 84, 60, 23, 52, 63
52, 36, 17, 25, 85, 16
