70, 11, 60, 88, 72, 25
32, 13, 11, 41, 56, 23
75, 61, 62, 37, 95, 91
16, 72, 68, 75, 11, 92
80, 56, 21, 27, 97, 38
59, 76, 17, 80, 77, 83
68, 54, 51, 99, 74, 45
59, 82, 22, 13, 19, 34
46, 28, 27, 33, 54, 48
32, 63, 60, 66, 80, 65
74, 13, 18, 34, 19, 50
61, 53, 82, 41, 14, 16
95, 73, 25, 99, 43, 56
16, 85, 46, 51, 30, 31
39, 52, 29, 51, 56, 83
29, 96, 76, 50, 30, 87
65, 76, 82, 70, 24, 55
63, 58, 49, 68, 53, 11
55, 59, 62, 92, 15, 28
22, 83, 40, 12, 87, 69
56, 70, 74, 82, 11, 76
19, 65, 48, 34, 58, 91
11, 12, 73, 77, 18, 87
29, 28, 65, 57, 94, 16
55, 77, 34, 97, 30, 67
71, 66, 84, 68, 24, 12
34, 81, 63, 93, 57, 69
62, 67, 20, 61, 92, 27
