17, 25, 14, 23, 26, 50
35, 79, 44, 15, 20, 89
75, 53, 60, 65, 25, 33
28, 45, 58, 89, 82, 59
68, 39, 29, 88, 46, 44
24, 16, 68, 93, 98, 43
46, 69, 68, 28, 86, 26
43, 62, 91, 39, 65, 47
79, 67, 94, 59, 56, 23
41, 79, 25, 75, 73, 21
49, 79, 82, 83, 67, 37
53, 66, 25, 33, 40, 54
29, 13, 49, 65, 89, 53
73, 66, 58, 49, 83, 33
25, 66, 39, 12, 48, 78
36, 96, 61, 52, 97, 20
59, 14, 17, 62, 49, 36
89, 33, 44, 37, 62, 80
86, 15, 66, 58, 84, 16
78, 19, 84, 89, 53, 80
48, 91, 34, 67, 44, 46
47, 41, 25, 90, 26, 44
64, 56, 18, 72, 19, 98
83, 21, 13, 19, 87, 16
62, 37, 23, 94, 29, 46
32, 18, 35, 74, 27, 72
87, 66, 12, 21, 23, 18
43, 98, 26, 25, 19, 74
86, 31, 68, 20, 70, 66
